competitor_id,market_share,product_category,customer_rating,sales_volume,product_range,price_range,location,ad_spend,social_media_engagement
7,0.8327899365577837,Clothing,3.9246405130949276,33914,111,453.99223958411153,EU,6271.725285324392,3829.935014891126
8,0.3815030466573308,Food,1.5333494399839989,43477,191,353.2041086660653,EU,1911.9176956217088,3719.698288761708
6,0.05249917712460128,Electronics,3.26392960292988,26217,112,195.6130716631181,US,9169.770646699337,3562.5669898145516
4,0.2735784892219899,Electronics,4.779343145820391,4127,56,339.62139613572634,EU,9191.524918023013,2385.5607265613908
5,0.6471291930681422,Food,1.217078341101244,32172,149,296.66256222325427,EU,9847.898703858404,2957.8938107233603
9,0.7292630792972442,Clothing,3.3871196709545686,19383,153,230.2030157638696,Asia,4122.613902739037,2379.981458732962
3,0.042236111897781314,Food,1.4291872167535429,1267,62,473.1174503973549,EU,3470.510444998408,4896.84986328124
6,0.6008021452511695,Clothing,1.0367442779123603,40521,92,350.9628920177448,Asia,7299.711000447698,1955.6986530747733
2,0.6259737828160978,Clothing,1.6634779895234302,36327,59,242.52754533659208,Asia,9117.403388898332,4101.5818235676625
4,0.6027167252307749,Electronics,4.124955063772852,16075,154,147.82458116614976,Asia,8419.02232947731,4210.070247213398
6,0.8807713555899431,Clothing,4.004097762957969,4507,111,474.48603606426485,EU,1865.685974864185,4175.511803433176
2,0.5798855553038655,Electronics,3.972720727966474,18149,59,409.5089757436467,US,4815.458348887734,1589.4372585316185
5,0.14601532662141992,Clothing,4.606767900454368,3015,171,226.7641473620062,Asia,9298.384210075537,4401.1511601343855
7,0.09422114936503478,Electronics,2.9876931752858074,23348,86,439.1797633295353,Asia,3975.8776065209972,3471.532587387445
7,0.2940207356958917,Electronics,3.7504397111279237,26808,127,22.557803873665705,EU,7940.151011227469,45.01511552789661
1,0.5696913262518706,Electronics,4.235315666574445,10412,157,275.9614251397664,EU,8672.407379929518,4028.3985438994414
2,0.12308646026636039,Food,4.974489666908951,31084,125,152.2509010029514,EU,4855.598451163418,1854.3332501623595
6,0.5438920515256703,Clothing,2.3827323988056617,14222,170,308.53092325079535,EU,7908.512299729617,952.2655955138581
5,0.0517451087209333,Food,4.280308642590412,7830,129,231.49592501531725,US,9758.042168809328,3073.5259836392233
4,0.11029743349428933,Clothing,3.51456374720976,7588,123,486.3930657592574,EU,9980.592111095213,1467.1810180232258
2,0.18801112252974372,Electronics,1.7955176770453174,6746,179,226.38628354195183,US,6920.447409692442,3638.3090513554307
4,0.9077570915767195,Clothing,3.0346872515457775,32873,100,346.0344829540434,Asia,1705.67857653859,2419.3357290129334
2,0.15418324381057902,Food,3.428935545615902,42167,56,293.4364399000435,US,2429.762589660342,2499.8232707090133
9,0.28262831720530057,Food,2.7214426519286685,1091,169,247.65658433525167,US,4621.050356650689,504.646677154873
3,0.24294690723604695,Food,3.7156119496792073,45231,85,326.9026928323208,EU,9500.704777578687,1005.5151676437018
7,0.41350034623154575,Electronics,2.641316383858109,7787,92,348.30588488619475,EU,9882.351375837336,1165.858390800923
3,0.8062210661913622,Food,2.8453053820554413,27154,151,164.8413731933856,EU,2955.9784413681796,4557.339995305905
2,0.7426558849795931,Clothing,2.7052159966324303,39979,102,350.592956222889,Asia,4936.65169341688,718.1882144003677
3,0.8054122716529496,Electronics,1.9675711134011,4372,100,79.22172274006141,EU,8900.85077788993,653.091389696831
1,0.6671343389303138,Food,2.534152861395647,29734,66,346.74994283549137,Asia,2407.761708614138,2897.102354847107
5,0.2001693698544006,Electronics,1.0917469843989722,37688,119,193.00639645079949,US,8550.995010112938,2269.9154332103176
5,0.671454407815672,Food,1.4446610173013976,42808,167,162.9032620905757,US,1365.9072083601477,3350.8069789853994
7,0.9129632155133438,Food,3.181934019893553,40629,55,323.63181863547146,US,9107.598621566483,2816.829125310382
9,0.05688523791912281,Food,1.442510254185549,29984,157,41.63856935895805,Asia,4770.094120285205,3630.959805494367
4,0.8621335485373832,Electronics,2.3735640382105094,15312,130,394.2119489233693,EU,6426.117484195948,1588.3125748393995
4,0.7600551751316292,Food,1.1344456410737642,44333,138,437.7200798622064,Asia,5729.075510068838,4333.833806698888
8,0.19544023561368973,Food,4.790845592775005,45450,126,276.93139135481346,US,1279.7684086085396,3642.044193579563
5,0.19133523822270004,Electronics,1.1770356886043611,17875,102,227.19177530825962,Asia,2075.694754849358,3621.186822644721
7,0.6634354959195242,Food,4.015873888418268,24036,148,394.00297732896917,US,5784.4211411973865,556.5440304444492
5,0.38055564665750086,Electronics,1.5074201976198864,18411,62,113.26136066144775,EU,4609.072969984687,120.53942489236691
8,0.7413759440537532,Clothing,3.0948256587710246,9307,69,410.4673131777984,EU,4083.3978482316907,1420.2826895656556
7,0.750824970368736,Food,4.03325818825881,13341,100,225.54098245366478,EU,2466.9462446266966,1306.6165549893933
6,0.29669077124723064,Clothing,1.927886730529916,2889,102,290.540867606999,EU,9636.460870105519,4076.4742214808366
4,0.9243198672396428,Clothing,4.558314662212405,27113,88,188.68558623964833,EU,2809.9132982451874,111.92596245236719
9,0.6748482694599031,Electronics,3.7537965328181553,15582,71,188.7675880111719,US,6374.421328950815,3695.8529352465093
9,0.2862586320076843,Clothing,3.245173602421938,43411,155,196.65595805234423,Asia,2785.726753852687,2609.3705846538596
3,0.04849823970231881,Clothing,2.284074944534275,19489,55,491.418048587866,Asia,2804.444162116764,581.8684673442864
3,0.5839677417078231,Clothing,1.9681887912016518,21514,56,365.68422984290874,EU,2736.049122747041,1929.0489289877594
7,0.7184052467004594,Clothing,3.3448859218617932,40018,158,455.55577113628715,US,4828.343064507999,4656.139763451131
2,0.5254131924970955,Clothing,1.3209719717056316,46428,87,405.6094639189706,EU,1656.9628340542097,149.28885640959953
7,0.8089482989688654,Food,2.705539496888407,11206,165,118.38254297326073,US,4749.549676340908,2173.8379126888262
9,0.034161490217238466,Food,1.573644588960999,8593,79,47.899131944124086,EU,3247.048559320085,3618.368113431059
8,0.9794391825218827,Electronics,1.5799186836251153,38832,69,102.43995196839077,US,4429.242419992955,217.76278459421206
7,0.14685287712743178,Electronics,3.267382370802885,11948,151,37.25515134111966,EU,3077.1109406524192,996.1753988820071
2,0.23273358402238786,Clothing,4.658550655048959,35915,120,320.69372096814794,US,6425.245468371584,3806.8980175992497
8,0.9183347079953633,Food,4.264251168627235,17455,130,76.3529107006662,US,9744.373230680527,4419.97577493646
3,0.3353151036820099,Clothing,1.469420608271926,22665,123,210.4022971430129,EU,2432.5601526803475,4575.133908849509
2,0.7424263431496352,Clothing,2.9645778388975943,36069,67,10.01156790984025,Asia,9581.24360810573,2784.9691562507346
5,0.9307719115626564,Food,4.227606004878291,34380,100,213.2448999012908,US,1644.1966269923755,2354.8804495074164
3,0.4594028901798929,Clothing,3.3738404045187274,49476,128,411.2196290919069,Asia,9946.984612490027,4158.284318446801
7,0.9414479925522218,Clothing,2.5882202222338426,20692,147,264.1787757508338,EU,9945.134525882226,1670.921032066281
8,0.10888007640620545,Electronics,1.8284673353073395,15746,159,142.65360145339508,US,7085.914153992664,2152.1494581478905
7,0.09792555119776103,Food,3.7166290294926942,46076,137,44.13820505387874,US,6491.8995262270855,2554.7497885429125
2,0.6436812489052421,Food,4.191719767093852,9332,147,63.75479333945143,US,6686.198154485458,4409.275386906034
5,0.6907206893776586,Food,2.641040811743261,39176,123,406.22535567107815,EU,6246.687048517739,3135.7169840295405
3,0.45623974739552386,Electronics,2.931099473494966,20679,72,261.2629957611443,EU,7587.500295544919,931.8308497133348
8,0.058321394356775635,Electronics,2.441390850027609,9011,160,293.884325403288,EU,6476.966099136017,1765.0940776714813
8,0.4632243235984286,Electronics,3.655865457420099,11191,188,194.2818206800407,Asia,6614.224967680621,12.201031147271447
6,0.13406435811300443,Electronics,2.9724437863310085,40860,78,498.0985251878628,EU,2412.006003832558,2190.1614452032
3,0.41732361918515126,Clothing,3.120611419541157,1631,174,40.037660832364736,US,7703.49266141916,3152.8633150392266
3,0.189663049594482,Food,4.978703441605552,2876,117,400.8250528119845,Asia,8507.486602817513,2425.461781921567
5,0.6651822311075924,Food,3.8113826693735358,33789,143,119.35937257685717,Asia,3499.4614569718656,4084.2085472857216
1,0.5389308775259173,Clothing,1.5168714757527217,47199,139,242.25562912635883,US,8526.52991206969,2185.9365580744156
6,0.14846870090453168,Clothing,3.9394884344410075,29862,159,495.75984597591446,US,9819.376387637567,2073.9248717094238
6,0.7642197983250258,Clothing,1.079910505016838,25182,78,391.74006142749465,Asia,8187.535162192549,2143.7714300498533
3,0.6382575382922979,Clothing,3.6357212007549506,1194,122,399.0294180929717,EU,3694.4249367288194,879.4075063046524
4,0.24065373155162995,Food,2.33135569647878,39333,80,487.39368535733644,US,8740.507589990902,215.89661385256974
2,0.5186849186916921,Clothing,2.6886694289380273,22706,135,248.9451827421737,EU,5429.455070437578,1974.1629331661554
8,0.7122720717067407,Clothing,1.1303423064805593,9390,145,313.37898011579784,US,8714.682213665616,152.1167603844814
5,0.9876420725960644,Clothing,2.075739227925518,3361,128,229.2025846454868,US,4801.520499376031,3756.251669394654
7,0.41281741889620727,Food,1.2735644260470282,39974,182,41.44437980516511,Asia,6235.235844805443,2568.4151188466562
9,0.058890126023138145,Clothing,4.844734904231347,1605,96,331.79664302562713,Asia,6322.841521140069,872.8639373408325
2,0.5849269428359558,Electronics,2.901028878235496,32802,86,77.65757750078227,Asia,6771.34877337978,2064.3501514625673
1,0.5883108650922849,Clothing,3.085700865094863,15382,125,365.05831737270603,US,1639.6839490339999,2916.219404064931
5,0.03673939138924809,Food,3.334077328787889,1613,178,113.83313814995394,Asia,5336.420787606929,2596.822851956791
8,0.8436541023406545,Food,2.9786495138748585,20159,69,35.817837903480594,Asia,1584.6351779332542,2270.234728682328
3,0.11657883655171897,Electronics,1.8606958574540564,29554,189,458.5774327721362,EU,9598.846089530027,187.67777477499524
2,0.9322996944843006,Clothing,2.8339611781161707,15410,143,382.7017469195228,Asia,9206.758123024707,717.4615276360297
6,0.5959453723379783,Clothing,1.057470119843476,23518,110,307.9919101154584,Asia,8938.043401500916,1096.9717087526349
5,0.9919804272202773,Electronics,2.528972690514964,32563,171,483.33533005924676,Asia,3769.131985468995,1682.0855760599622
4,0.6042152388693782,Electronics,2.6582147139763785,14243,81,492.7004697065858,US,6649.485849726328,578.2519979503714
1,0.20071535297482324,Food,1.260659356938421,10614,178,168.23942857569034,US,5804.830171837288,3745.8328176601412
1,0.7611565384509348,Electronics,3.683218690298585,3389,177,401.2751636912864,EU,6197.874833305129,113.48268720414723
4,0.8739784019495479,Food,1.3887231532036237,9843,74,199.22972753577085,Asia,3209.1558696345637,317.07565018064764
5,0.06891511456132915,Food,4.867732273144718,34891,71,275.38277897611647,EU,4488.693096449406,3767.339545254906
3,0.8624952298887504,Food,1.2365360688702043,6304,162,32.89646033161743,EU,9567.74555875855,4703.83595762386
5,0.03461086530606472,Food,1.2051388992846723,29252,84,468.8893967262439,Asia,3649.999100415415,3296.115511733514
2,0.4656149917569399,Electronics,2.2647105263280283,36451,160,145.07976679757863,US,9129.741157226941,485.97843341174286
7,0.08902432868423316,Electronics,4.292640483504618,49401,67,462.70494954655936,Asia,2216.2045096135134,4523.800780896618
9,0.1310565990384578,Food,3.94192405466995,8391,136,37.65072530353076,EU,1607.880065301268,705.0369374828658
3,0.24212309551829148,Clothing,3.9379748434873854,35909,143,386.3789195970632,EU,7354.895199687539,3705.609505494449
9,0.21756191374527467,Clothing,3.257487879376056,24885,154,383.43296090055196,US,2532.975665184841,537.4578952079368
4,0.17295987924655376,Clothing,3.608160214182078,49958,50,173.76101553507328,US,4779.5906817390805,2063.4591147076067
5,0.15754910488877039,Food,1.77374013987456,8751,112,438.1984300617162,US,5332.922462968186,4045.7029923628697
9,0.8021986973796643,Food,3.7518886819423374,48639,173,138.48289545049516,EU,4325.02446136779,4429.369873278176
1,0.7556682264345087,Clothing,2.8980052828532816,28749,98,380.98924586272,US,2410.2529893676146,4165.724660987479
1,0.3852993989111474,Electronics,1.3157323309198063,46945,87,357.153220412696,US,2611.1725013815994,2939.2487901869663
1,0.43276349805487724,Food,1.792668495997206,16815,193,136.1801495788631,Asia,4265.559149945812,3838.107476544009
4,0.9454836315928042,Food,3.1691830651124175,25049,137,69.88366583675577,EU,6777.15881474784,1630.3612949485969
8,0.022004658900983576,Food,2.2270890780505175,21729,104,347.95509222109575,US,6905.541836149174,1647.1444856586093
4,0.9874843710804639,Clothing,1.3372389718614324,15412,182,130.62781426152497,Asia,9302.216029034349,4532.406844967347
5,0.8672009167281745,Clothing,1.0617594029475241,37037,179,322.6220721453443,EU,2894.8039798288605,4638.508275491956
7,0.5330410070285206,Clothing,4.457302444922882,18162,100,460.27009025601103,Asia,6999.821801785811,285.1683541134381
3,0.639634266855068,Electronics,2.2638316541523293,12269,80,442.54579657141,Asia,8689.523517421869,3214.0100161085934
4,0.03540474360990942,Clothing,2.0465253658193245,3757,84,139.62006263662508,US,5371.068849355964,3759.753735785709
5,0.8162864951672198,Food,1.4938310225863924,36702,159,491.69609769889513,US,8127.64205585244,706.0292587988104
8,0.36061895426429214,Food,2.4795503030804755,46626,193,432.61091574378554,Asia,4906.080928018643,1048.546867105194
9,0.5626648453541485,Electronics,1.6708941223295848,45458,120,85.29730479375992,EU,3084.2346129884104,4659.708079727338
9,0.3116861987069085,Clothing,3.1934602643842642,13664,190,322.8503923829291,EU,9393.585382092802,1921.3986956789497
2,0.6020581538969433,Clothing,4.815977059407848,13271,112,376.07737361248974,Asia,8982.930598827195,3028.6087494076673
3,0.6870816534708898,Electronics,4.050657938613618,18726,198,275.71402786888365,EU,1946.155233322142,898.5977469355055
3,0.5766074958293049,Electronics,2.763539986299312,15169,88,287.51826882856165,Asia,3892.1315991289675,476.7406022375298
5,0.6767956000039207,Electronics,1.2997392859743182,49690,106,417.1700428404122,EU,8351.508020231517,3661.0951385105323
7,0.616709113433908,Clothing,2.006799220343491,6418,78,144.7858992066157,US,7089.87326220609,4548.855562827235
5,0.8454980815936146,Electronics,3.2492162820147823,45056,58,207.68412896284454,Asia,5479.524248771358,2571.093457245068
1,0.08110981517075977,Food,1.5817841701179232,42557,90,405.1268840070052,Asia,6225.610722979133,2333.121940292973
3,0.8750618336874398,Clothing,3.1835591787841846,15548,131,166.78191111336065,EU,2366.528703222524,1341.7034706369157
6,0.8396940726878136,Clothing,4.403213606780026,7691,135,103.79512504043886,US,6617.0988609405,2379.111178901399
2,0.5650263554587223,Electronics,1.9778833232806887,32418,58,203.37712224007564,EU,9788.562601813685,1166.9799640884714
5,0.42769094908817484,Clothing,1.3386701364124596,24429,83,191.61444380462356,EU,7555.829065666179,4460.331355320725
1,0.3763842044687383,Food,2.249863284520009,15105,169,184.02224404143107,EU,3299.404049791684,2850.9147702276405
2,0.016435370286784767,Clothing,3.129806691365291,1565,94,250.37984687589721,US,6062.228219564745,4452.329881804861
7,0.6932053902600557,Food,3.615480603570879,17683,188,86.55828323732952,Asia,5093.499833465612,4532.772609311913
4,0.45982541676065114,Electronics,3.8299610734671856,44155,176,246.74050684495023,US,6893.5931173177705,623.9141296293033
4,0.29246419226509424,Food,1.7212575225815399,2011,182,103.52882992345482,Asia,9276.127046231079,1061.121925409435
7,0.8513471429766999,Food,2.041628790294213,10161,120,111.45060187757822,US,5904.444803472647,1514.5627862939032
5,0.06448829421287972,Clothing,3.2500513549310623,26216,131,318.8299547838498,US,6206.590097388095,1079.4267104419375
3,0.7290412884586953,Clothing,4.596541116715332,6004,188,39.06348115152876,US,5580.029034529354,226.74599219939472
7,0.503987424328756,Food,1.2167140920354695,25252,63,110.7900995185844,US,1640.3843510980573,870.2376552093439
3,0.06777559207072725,Food,4.771546048674336,46444,149,92.78716697134138,Asia,5357.720435867456,2665.1923632656703
1,0.7719760338698548,Clothing,3.9722086396059773,2534,164,220.40324465961567,EU,4040.180415120301,2161.6840202902604
4,0.3639895557650358,Clothing,3.0131047054651017,40193,166,417.27901115359435,Asia,5977.283277724527,4962.5156757088835
5,0.32473941221144664,Food,2.754499275443435,8395,119,397.9774200813456,EU,9351.344314033726,3706.0145777148277
5,0.22281586383651453,Electronics,3.9650027837382242,37186,194,124.47802587555147,US,1403.100923378044,1427.494678550073
9,0.3802621971923025,Clothing,1.0635720565260924,46261,156,463.5557986870635,Asia,2721.490265833465,3491.7246047876156
2,0.3169123753505152,Clothing,4.655732721399806,16367,128,417.30703564614777,US,2168.6007431435796,2277.8112672597076
5,0.5634336055001061,Clothing,4.392231810423611,31777,111,485.6643991393141,Asia,1276.883897128844,2741.7051265997698
2,0.24879464398064877,Electronics,3.4535608767877255,37735,170,314.6919161525382,EU,6614.753544755216,1779.0453218200003
4,0.49316475387693715,Electronics,4.293096110787954,40156,59,72.63228462318605,US,1849.8970618379547,3326.289847213059
7,0.8510402622143812,Electronics,3.558950565897652,26371,109,334.69253273891684,EU,2979.8220799488,4730.682048856801
6,0.4442441270646157,Electronics,2.0682348314887253,15086,56,54.17630792086613,US,8735.897301168157,2539.838704989644
2,0.1936129519198576,Clothing,3.3021715957191287,45299,148,51.54526057439964,US,5784.932339363506,545.4940596391217
6,0.15406045314817918,Food,1.2839208789784666,16918,71,338.4926570255802,EU,6914.51703643875,2646.805369085843
6,0.22774027858064094,Clothing,4.074096188503374,45203,56,285.1515494701019,EU,4341.138322551782,4013.399698023095
2,0.2138613955479649,Electronics,1.0284238686746114,42425,108,94.09435308355485,Asia,2463.390373205566,2577.1558975856324
4,0.31047173740665723,Clothing,3.4069212474402732,21607,111,340.3131089289295,EU,9374.874852749703,4618.161176034065
4,0.33188324402330627,Clothing,1.5712370549631909,21178,143,168.10443866962825,Asia,9696.26207783522,338.96243031126096
2,0.06675630276214284,Food,4.840106073254988,1010,112,218.89826653072035,Asia,8813.583364517686,1144.2331714723537
3,0.25715415552711895,Food,1.4347889911868918,26223,199,77.85558357832649,EU,2037.4502211374313,76.48743695530868
2,0.6578540323265563,Clothing,1.0748725068722256,34768,121,354.8878253155045,US,1701.8811081997558,436.21098013493344
2,0.09294431675049741,Food,3.869307579187896,41023,164,452.4821896202711,Asia,5211.581617541827,2781.953580510364
5,0.19352651901149331,Electronics,3.3473802891617543,21939,58,80.5748319019582,Asia,8837.061691277191,1292.4502520519404
2,0.735625927031934,Electronics,4.480929391642238,4020,95,348.3311859715847,US,3226.2171646663924,1087.4793157139934
3,0.91936122967057,Electronics,3.6828069404755315,11917,183,73.10164911326898,US,1516.734581677779,2684.029094177136
7,0.3946411046019114,Clothing,4.4112858474582435,13802,94,411.6017263823561,US,2563.947397322655,2613.624473547614
6,0.8358797714636648,Food,3.856804338786062,30653,157,190.01969498341631,EU,8760.998599465098,3594.2081454751174
9,0.9984461626832711,Electronics,1.7735847854137008,40880,76,348.40570522874845,US,5126.364313412154,2704.5153527670695
1,0.41227157455541885,Food,4.9569583044045835,27708,153,387.5648285751725,US,7768.079688225335,44.36538741943829
1,0.06855974294269263,Clothing,2.4901136600405263,46267,158,420.15290210168837,US,9678.875254042176,1860.9614255102451
4,0.6230431569593097,Clothing,2.5844440309192827,29929,189,139.80613078200176,EU,3947.7333163524254,2394.007034367581
1,0.759564378345242,Food,1.678657838596381,42845,167,126.4393865349386,EU,6863.678172524201,4674.0785301111355
2,0.9907797043662512,Clothing,1.7363498886430349,19198,72,378.13027256784676,US,7677.929789822737,1078.0287186423743
9,0.30603661923917624,Electronics,1.1277696729226765,31811,96,351.3938201911609,EU,9617.372271421375,2691.801271275221
3,0.4458222026434152,Electronics,2.202164429171515,41959,185,247.7834056983474,EU,5594.886692385974,3605.829913006243
9,0.3300559067959927,Food,4.419346351579373,12549,89,136.00978123356307,EU,4423.86552910297,1753.1809194031723
9,0.2664291209443468,Electronics,1.4542767662464455,49868,122,403.2269280420166,EU,8584.800967412795,3002.7139458034785
